banner_image_url,created_date,default_to_fiat,description,dev_buyer_fee_basis_points,dev_seller_fee_basis_points,discord_url,external_url,featured,featured_image_url,hidden,safelist_request_status,image_url,is_subject_to_whitelist,large_image_url,medium_username,name,only_proxied_transfers,opensea_buyer_fee_basis_points,opensea_seller_fee_basis_points,payout_address,require_email,short_description,slug,telegram_url,twitter_username,instagram_username,wiki_url,owned_asset_count,stats.one_day_volume,stats.one_day_change,stats.one_day_sales,stats.one_day_average_price,stats.seven_day_volume,stats.seven_day_change,stats.seven_day_sales,stats.seven_day_average_price,stats.thirty_day_volume,stats.thirty_day_change,stats.thirty_day_sales,stats.thirty_day_average_price,stats.total_volume,stats.total_sales,stats.total_supply,stats.count,stats.num_owners,stats.average_price,stats.num_reports,stats.market_cap,stats.floor_price,display_data.card_display_style,pac_address,pac_asset_contract_type,pac_created_date,pac_name,pac_nft_version,pac_owner,pac_schema_name,pac_symbol,pac_total_supply,pac_description,pac_external_link,pac_image_url,pac_default_to_fiat,pac_dev_buyer_fee_basis_points,pac_dev_seller_fee_basis_points,pac_only_proxied_transfers,pac_opensea_buyer_fee_basis_points,pac_opensea_seller_fee_basis_points,pac_buyer_fee_basis_points,pac_seller_fee_basis_points,pac_payout_address,owner_user,owner_url,asset_owner_wallet_url,primary_asset_contracts,collection_name,display_data.images,address,asset_contract_type,nft_version,owner,schema_name,symbol,total_supply,external_link,buyer_fee_basis_points,seller_fee_basis_points
https://lh3.googleusercontent.com/agQelV58HJdfS96XzcI9g5sxiue2DzlHAHxXy32IVRtMxSSyQXZHinEvy9hi8-NZbDeBrUYbSr_rlnkHtPk8RfUqyEVdH7R4QL0CT9Y=s2500,2022-02-21T15:37:33.224465,False,"Gen 0 Bloodshed Bears are the first Bloodshed Bears collection. 

Welcome to the Bloodshed Bears NFT game deployed on the Ethereum Blockchain.

The BloodShed Bears game combines P2E, risk, upgradeable meta and regular faction wars into a unique game experience.

Each Bloodshed Bear is randomly assigned one of two factions upon mint and has a 10% chance of being a 'Elite' which can steal $BLD or reinforcement mints from your rival faction.",0,750,,https://bloodshedbears.com/,False,https://lh3.googleusercontent.com/-mtSJ6aFZGP_po261AI56Zh5D_fWkMtBLiGuuIfYPm8M1SSyXhPzD7Hcvi4WbMk0eLC7HKAn7y9jQMb_cXvS8u6rprdxpZ7NICS_zA=s300,False,approved,https://lh3.googleusercontent.com/KAdE9rsF6xyMBzeI-v15-MQjbnJwczn0Ds_CxXmR7_k0G_NiZuGxzAi6t1SVo72KPVJjjsljAE78DSJEW5Bs6tGTJM2IGQQBzigQXg=s120,False,https://lh3.googleusercontent.com/-mtSJ6aFZGP_po261AI56Zh5D_fWkMtBLiGuuIfYPm8M1SSyXhPzD7Hcvi4WbMk0eLC7HKAn7y9jQMb_cXvS8u6rprdxpZ7NICS_zA=s300,,Genesis Bloodshed Bears,False,0,250,0x9823f36c34dba0a9d88215f8eb7e6618162ffbb8,False,,genesisbloodshedbears,,,,,3.0,48.88985000000001,-0.6721928279157656,141.0,0.3467365248226951,1337.1557251826803,0.0,4760.0,0.28091506831568913,1337.1557251826803,0.0,4760.0,0.28091506831568913,1337.1557251826794,4760.0,7000.0,7000.0,2403.0,0.28091506831568896,39.0,1966.405478209824,0.0,contain,0x9d8826881a2beab386a7858e59c228a85b3963e1,non-fungible,2022-02-21T15:30:17.301417,GenesisBloodshedBears,3.0,175826025.0,ERC721,GBSB,0,"Gen 0 Bloodshed Bears are the first Bloodshed Bears collection. 

Welcome to the Bloodshed Bears NFT game deployed on the Ethereum Blockchain.

The BloodShed Bears game combines P2E, risk, upgradeable meta and regular faction wars into a unique game experience.

Each Bloodshed Bear is randomly assigned one of two factions upon mint and has a 10% chance of being a 'Elite' which can steal $BLD or reinforcement mints from your rival faction.",https://bloodshedbears.com/,https://lh3.googleusercontent.com/KAdE9rsF6xyMBzeI-v15-MQjbnJwczn0Ds_CxXmR7_k0G_NiZuGxzAi6t1SVo72KPVJjjsljAE78DSJEW5Bs6tGTJM2IGQQBzigQXg=s120,False,0.0,750.0,False,0.0,250.0,0.0,1000.0,0x9823f36c34dba0a9d88215f8eb7e6618162ffbb8,ARTSNFT,opensea.io/ARTSNFT,0xf51e77f49c8a31174c96462dd6235cdc4df9fbc4,,,,,,,,,,,,,
https://lh3.googleusercontent.com/ksoOqRn6NWvX-aiVPmMyhAU8RIP_ITti3ps6vtDEzyRRiAXRrhs-S8aT1EwSWYIm-XY3KovuBC5BaQys0mWkVgucBqseqqy6LlEN0bM=s2500,2022-02-18T20:18:06.263313,False,"**Staking has started, true number of unique wallets is ~2500**

Shadow Quest is a *3-in-1* NFT project: **Next-gen P2E game** + **Lore** + **Art**

***Discord https://discord.gg/shadowquest***

~_**① Next-gen P2E game:**_~

✅Enter the ancient lands of Ashtaar and battle your warriors in different locations to earn $HONR coin. In this epic war, battles occur every hour and the amount of $HONR you earn depends on your warrior’s stats – so you’ll have to be strategic!

✅There are 9,996 hand-drawn warriors, of which 999 are from the Dark Samsar nation who have mysterious powers that enable them to challenge warriors to unique fights and steal $HONR.

✅All of this is built from scratch on an optimized ERC-721:SHADOW contract where gas is 1/3 of normal, with innovative off-chain links to reduce gas further for more enjoyable tactical gaming.

~_**② Lore:**_~ Deep lore is intricately woven into the game and art, with over 50% has been submitted by the community.

~_**③ Art:**_~ See below!",0,750,https://discord.gg/shadowquest,https://www.shadowquest.games/,False,https://lh3.googleusercontent.com/0V1m53ay3HEQyO007dVxs-qM20Nd_q2n5aXYf27lH4wdH0ifh81V0UZQe_dc0-xSMPWPySKgVOxCRZZYYYZTfmjWeqf60J6Glolamcs=s300,False,approved,https://lh3.googleusercontent.com/kvY3UaSqpSmowbs5O_TBiooJ8af6k3KYJN-yMsgJxD-g5VGb8_e23yWIDdddY0e4fpbHrwWnaeuXYh_JFQYO5ks7rnHp4PCZgABy=s120,False,https://lh3.googleusercontent.com/0V1m53ay3HEQyO007dVxs-qM20Nd_q2n5aXYf27lH4wdH0ifh81V0UZQe_dc0-xSMPWPySKgVOxCRZZYYYZTfmjWeqf60J6Glolamcs=s300,shadowquestnft/,Shadow Quest,False,0,250,0xba6ac77b0f093e8808022f063435ccbb16eb879b,False,,shadow-quest,,,,,1.0,86.81970815819898,-0.8361321906812703,264.0,0.32886253090226886,1096.674978624442,6.567723463366692,4211.0,0.2604310089347998,1241.5897583376761,0.0,4928.0,0.2519459736886518,1241.5897583376736,4928.0,9996.0,9996.0,1003.0,0.2519459736886513,37.0,2603.268365312259,0.0,contain,0xf026fb5be56ff63e19e9da3236035e80e5780663,non-fungible,2022-02-18T19:38:39.424470,ShadowQuest,3.0,257586778.0,ERC721,SQ,0,"**Staking has started, true number of unique wallets is ~2500**

Shadow Quest is a *3-in-1* NFT project: **Next-gen P2E game** + **Lore** + **Art**

***Discord https://discord.gg/shadowquest***

~_**① Next-gen P2E game:**_~

✅Enter the ancient lands of Ashtaar and battle your warriors in different locations to earn $HONR coin. In this epic war, battles occur every hour and the amount of $HONR you earn depends on your warrior’s stats – so you’ll have to be strategic!

✅There are 9,996 hand-drawn warriors, of which 999 are from the Dark Samsar nation who have mysterious powers that enable them to challenge warriors to unique fights and steal $HONR.

✅All of this is built from scratch on an optimized ERC-721:SHADOW contract where gas is 1/3 of normal, with innovative off-chain links to reduce gas further for more enjoyable tactical gaming.

~_**② Lore:**_~ Deep lore is intricately woven into the game and art, with over 50% has been submitted by the community.

~_**③ Art:**_~ See below!",https://www.shadowquest.games/,https://lh3.googleusercontent.com/kvY3UaSqpSmowbs5O_TBiooJ8af6k3KYJN-yMsgJxD-g5VGb8_e23yWIDdddY0e4fpbHrwWnaeuXYh_JFQYO5ks7rnHp4PCZgABy=s120,False,0.0,750.0,False,0.0,250.0,0.0,1000.0,0xba6ac77b0f093e8808022f063435ccbb16eb879b,ARTSNFT,opensea.io/ARTSNFT,0xf51e77f49c8a31174c96462dd6235cdc4df9fbc4,,,,,,,,,,,,,
https://lh3.googleusercontent.com/SwWOvZt1NQeuUpacnLXe6-GmNNGh0RT3YYouVbiIPFsiawJXHTvr_s2jeTf4WF9ieyxlcFwcJwc4kjTWTVAOd-GogFsX9IRngqrxhg=s2500,2022-02-18T18:15:27.899604,False,"8k invisible mfers vibin on metaverse,  #mfers derived from papa  @sartoshi_nft x @InvsbleFriends. SOLD OUT
 ",0,250,https://discord.gg/AW9HhFGh,,False,https://lh3.googleusercontent.com/dlczqb6Fk6ZjrxuVGabDtGYIKw9haP9BJQO9B7tTrK2O7dS6bMPg5sBxTDhXfb2nlKcRUVQxAjoITERZxAoa8RGqQShFcgcthyE_JQ=s300,False,approved,https://lh3.googleusercontent.com/s0YDSKI4VxZAp-0iz46Z-cahyX0y4Ps6Nd6pff1wCeNo44v94kkEo6SDzveMi16f-cnThIhc-EQdX-XxjGWGEC4SnpobB3wQGxhvUg=s120,False,https://lh3.googleusercontent.com/dlczqb6Fk6ZjrxuVGabDtGYIKw9haP9BJQO9B7tTrK2O7dS6bMPg5sBxTDhXfb2nlKcRUVQxAjoITERZxAoa8RGqQShFcgcthyE_JQ=s300,,Invisible Mfers,False,0,250,0xe4e8f69769d071a019c5e36186af39d8eab69b8d,False,,invisible-mfers,,,,,1.0,13.370127999999946,-0.7703933746724361,445.0,0.030045231460674036,440.7089005883105,4406.089005883105,9237.0,0.047711259130487224,440.80890058831045,0.0,9238.0,0.04771691931027392,440.80890058831227,9238.0,7951.0,7951.0,3494.0,0.047716919310274115,13.0,379.35222134650394,0.0,contain,0x4b780e92267f6e7a49fabb276046e61f5a82b326,non-fungible,2022-02-18T17:31:16.262248,Invisible Mfers,3.0,257517143.0,ERC721,imfers,,"8k invisible mfers vibin on metaverse,  #mfers derived from papa  @sartoshi_nft x @InvsbleFriends. SOLD OUT
 ",,https://lh3.googleusercontent.com/s0YDSKI4VxZAp-0iz46Z-cahyX0y4Ps6Nd6pff1wCeNo44v94kkEo6SDzveMi16f-cnThIhc-EQdX-XxjGWGEC4SnpobB3wQGxhvUg=s120,False,0.0,250.0,False,0.0,250.0,0.0,500.0,0xe4e8f69769d071a019c5e36186af39d8eab69b8d,ARTSNFT,opensea.io/ARTSNFT,0xf51e77f49c8a31174c96462dd6235cdc4df9fbc4,,,,,,,,,,,,,
https://lh3.googleusercontent.com/Mr4UVY-aWCW-v47KAuufrB8Zb_dPclZqbMmGArpw2Svu4ahwxRZl2ru3mlAkRiy8cUwR99vb9KhoBdxHMpChYfEFPJkpcjNyoD0-95M=s2500,2022-02-15T19:15:33.655423,False,Welcome to the cute and pudgy world of CatBlox. 9999 uniquely beautiful generative cats here to take over the world.,0,750,,https://www.catblox.xyz,False,https://lh3.googleusercontent.com/lYfTzWEiXVN7T0QPx01EjJG6ay0gmuxlZPXdjjwaaAbckKUIOc17fjSqWN5mkB7rHDN0vmVMzMaYAE4w_RzzqPDBi-gCIWQpXwCbYos=s300,False,approved,https://lh3.googleusercontent.com/ruiSdBeZwFASTXoEuKtOQECfEj23sNlkJT-oHMN907STbDjqT3lvvZFDjCNcy8ynGb9yLDkFip0bf_Ed_8eCRpbsSO_s6dBKNfRcnA=s120,False,https://lh3.googleusercontent.com/lYfTzWEiXVN7T0QPx01EjJG6ay0gmuxlZPXdjjwaaAbckKUIOc17fjSqWN5mkB7rHDN0vmVMzMaYAE4w_RzzqPDBi-gCIWQpXwCbYos=s300,,CatBlox Genesis Collection,False,0,250,0x1d6de76bd4de3d320414a13529f68323f765ac5d,False,,catbloxgenesis,,,,,1.0,276.5242627788903,1.7775340771157033,455.0,0.6077456324810776,3222.1790652390796,-0.10186401241744955,4871.0,0.6615025796015356,6809.808455207074,0.0,12343.0,0.5517142068546604,6809.808455207081,12343.0,9999.0,9999.0,5313.0,0.5517142068546611,2.0,6614.364293435754,0.0,contain,0x86c35fa9665002c08801805280ff6a077b23c98a,non-fungible,2022-02-15T03:57:07.894865,CatBloxGenesis,3.0,254715255.0,ERC721,CATBLOXGEN,0,Welcome to the cute and pudgy world of CatBlox. 9999 uniquely beautiful generative cats here to take over the world.,https://www.catblox.xyz,https://lh3.googleusercontent.com/ruiSdBeZwFASTXoEuKtOQECfEj23sNlkJT-oHMN907STbDjqT3lvvZFDjCNcy8ynGb9yLDkFip0bf_Ed_8eCRpbsSO_s6dBKNfRcnA=s120,False,0.0,750.0,False,0.0,250.0,0.0,1000.0,0x1d6de76bd4de3d320414a13529f68323f765ac5d,ARTSNFT,opensea.io/ARTSNFT,0xf51e77f49c8a31174c96462dd6235cdc4df9fbc4,,,,,,,,,,,,,
https://lh3.googleusercontent.com/bDun3SlP1OI9Ni_KkYZVNQ4rZ-n1Vihmor_zXKYPIsrQByhDqBbbYEAT0RpSq4DDkxuxQi-H7WdpPewaK7xCafCZOjxtPdHk5wAYL2A=s2500,2022-02-10T21:37:55.411948,False,"NASA is a Play-to-Earn metaverse game
https://www.notoriousaliens.com

80% of Aliens currently staked in the NASA vault (3500 unique owners as of Feb 25). Collect and stake Aliens to earn YOLLAR and mint future NFTs of the metaverse.",0,750,https://discord.gg/notoriousaliens,http://notoriousaliens.com/,False,,False,approved,https://lh3.googleusercontent.com/LgIUlHi_XkkVBFY_fQIxoTWvFwQQOK5RTqWKBne1IfiA2GqJITSjojCyy_Rkij5I_YArztAR-3pc2qvCZ79jIUmQxi77MTeDjx8PHA=s120,False,,,Notorious Alien Space Agents,False,0,250,0x00be67d45d1af004d949410dc87fad4717eb30a4,False,,notorious-alien-space-agents,,,,,1.0,8.2439,0.02548824480656802,27.0,0.3053296296296296,112.13761000000007,-0.8258778631674948,406.0,0.2762010098522169,1627.2358251871592,0.0,5000.0,0.3254471650374318,1627.2358251871558,5000.0,5555.0,5555.0,660.0,0.32544716503743115,42.0,1534.296609729065,0.0,contain,0x7a1f56f9641d7bd8c57f0909959c894c97e39beb,non-fungible,2022-02-10T21:37:47.326001,Notorious Alien Space Agents,3.0,143954829.0,ERC721,NASA,5,"NASA is a Play-to-Earn metaverse game
https://www.notoriousaliens.com

80% of Aliens currently staked in the NASA vault (3500 unique owners as of Feb 25). Collect and stake Aliens to earn YOLLAR and mint future NFTs of the metaverse.",http://notoriousaliens.com/,https://lh3.googleusercontent.com/LgIUlHi_XkkVBFY_fQIxoTWvFwQQOK5RTqWKBne1IfiA2GqJITSjojCyy_Rkij5I_YArztAR-3pc2qvCZ79jIUmQxi77MTeDjx8PHA=s120,False,0.0,750.0,False,0.0,250.0,0.0,1000.0,0x00be67d45d1af004d949410dc87fad4717eb30a4,ARTSNFT,opensea.io/ARTSNFT,0xf51e77f49c8a31174c96462dd6235cdc4df9fbc4,,,,,,,,,,,,,
https://lh3.googleusercontent.com/j1eJTHX9pzbUvhRHg-FA4ZaAOyESW3KTKcZIqPcWPjgu6_bRvmL2aCd-Py6HpGN40lBMvWIoyHFFUhnS9j_xbMjdZcoxCuW7MJ5a7A=s2500,2022-02-08T22:25:32.437553,False,"Viral Mfers (not made in lab) is a collection of 10,000 randomly generated NFTs by [@donkey_brained](https://twitter.com/donkey_brained).
**Spread CC0 and !vibe**.

[ Join [Unofficial Discord](https://discord.gg/hq6P9zMxJg) ]  [ Follow [@ViralMfersBot](https://twitter.com/ViralMfersBot) ]",0,1000,https://discord.gg/hq6P9zMxJg,https://viralmfers.wtf/,False,,False,not_requested,https://lh3.googleusercontent.com/GDZALTQ2AO2BH6LWLwxXm3jCe_wJUnSQBhSuTaQB-uX4g1p4_ITnJgZNwemrNI9IsZHoTTdfunFtXYBeTujHOfq4tUWJOm7WB1nT=s120,False,,,Viral Mfers,False,0,250,0x4b44f85d6bb71482995105962fd073742c94107e,False,,viral-mfers,,,,,5.0,0.001,0.0,1.0,0.001,0.012,-0.8870588235294118,4.0,0.003,2.880799999999997,0.0,194.0,0.01484948453608246,2.880799999999998,194.0,9998.0,9998.0,932.0,0.014849484536082464,0.0,29.994,0.0,cover,0x04c469b60980b50c395175cc34b133678d018456,non-fungible,2022-02-08T20:54:57.567264,Viral Mfers,3.0,39366609.0,ERC721,VM,0,"Viral Mfers (not made in lab) is a collection of 10,000 randomly generated NFTs by [@donkey_brained](https://twitter.com/donkey_brained).
**Spread CC0 and !vibe**.

[ Join [Unofficial Discord](https://discord.gg/hq6P9zMxJg) ]  [ Follow [@ViralMfersBot](https://twitter.com/ViralMfersBot) ]",https://viralmfers.wtf/,https://lh3.googleusercontent.com/GDZALTQ2AO2BH6LWLwxXm3jCe_wJUnSQBhSuTaQB-uX4g1p4_ITnJgZNwemrNI9IsZHoTTdfunFtXYBeTujHOfq4tUWJOm7WB1nT=s120,False,0.0,1000.0,False,0.0,250.0,0.0,1250.0,0x4b44f85d6bb71482995105962fd073742c94107e,ARTSNFT,opensea.io/ARTSNFT,0xf51e77f49c8a31174c96462dd6235cdc4df9fbc4,,,,,,,,,,,,,
https://lh3.googleusercontent.com/-WBvSBYbALqumV8pTwwD9zC5EOUeX__E9vlrkyLHXJddCTkIoPdYZlNsWMIL--VQGV6LGfch97Ovq77KqS9HNaFufUvkdDtrLtJx=s2500,2022-01-16T12:03:37.130156,False,The most degenerated Waifus on the ethereum blockchain.,0,500,https://discord.gg/5BWu5hCmVp,https://www.degenwaifus.net/,False,https://lh3.googleusercontent.com/XGrdGBYicNz_JLlc2XGWeTSsa8jWd6gkbikHolRPLMj4PyC7Lefzvg9aatbcWlQ13bNvtr3LY3HftBgioZSP4Rm5DRB5pNGGeiLD=s300,False,not_requested,https://lh3.googleusercontent.com/jF6mm3Ytg38PjGOuY1iZY79AVzDpgjShNrnEMJjNw1-OQEWsD_gQ_sTrolhX9G_WNo655QjsQIGlKePSM4wNo9G4oOZorfpDmuuAmg=s120,False,https://lh3.googleusercontent.com/XGrdGBYicNz_JLlc2XGWeTSsa8jWd6gkbikHolRPLMj4PyC7Lefzvg9aatbcWlQ13bNvtr3LY3HftBgioZSP4Rm5DRB5pNGGeiLD=s300,,DegenWaifus,False,0,250,0xeeee451963d5a81c9d94776c9519abb6b6342ad5,False,,degeneratedwaifus,,,,,1.0,0.0,-1.0,0.0,0.0,0.006,0.006,1.0,0.006,0.0165,-0.989585305813293,6.0,0.00275,1.6007999999999973,113.0,2147.0,2147.0,458.0,0.014166371681415907,0.0,12.882,0.0,contain,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,non-fungible,2022-01-16T10:55:30.230188,DegenWaifus,3.0,82264506.0,ERC721,DW,0,The most degenerated Waifus on the ethereum blockchain.,https://www.degenwaifus.net/,https://lh3.googleusercontent.com/jF6mm3Ytg38PjGOuY1iZY79AVzDpgjShNrnEMJjNw1-OQEWsD_gQ_sTrolhX9G_WNo655QjsQIGlKePSM4wNo9G4oOZorfpDmuuAmg=s120,False,0.0,500.0,False,0.0,250.0,0.0,750.0,0xeeee451963d5a81c9d94776c9519abb6b6342ad5,ARTSNFT,opensea.io/ARTSNFT,0xf51e77f49c8a31174c96462dd6235cdc4df9fbc4,,,,,,,,,,,,,
,2022-01-30T16:03:12.803674,False,"Ethereum Name Service (ENS) domains are secure domain names for the decentralized world. ENS domains provide a way for users to map human readable names to blockchain and non-blockchain resources, like Ethereum addresses, IPFS hashes, or website URLs. ENS domains can be bought and sold on secondary markets.
Surprise your friends with the popular .eth name!
Disclaimer: This collection sells images only from popular domains only. Real domains can be bought here: [ENS: Ethereum Name Service](https://opensea.io/collection/ens)",0,0,,https://ens.domains/,False,,False,not_requested,https://lh3.googleusercontent.com/0cOqWoYA7xL9CkUjGlxsjreSYBdrUBE0c6EO1COG4XE8UeP-Z30ckqUNiL872zHQHQU5MUNMNhfDpyXIP17hRSC5HQ=s120,False,,the-ethereum-name-service,,False,0,250,,False,,etherium-name-service-ens,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,cover,,,,,,,,,,,,,,,,,,,,,,PUNKVault-NFTX,opensea.io/PUNKVault-NFTX,0x269616d549d7e8eaa82dfb17028d0b212d11232a,[],Ethereum Name Service (ENS),,,,,,,,,,,
,2021-09-21T19:53:55.379703,False,,0,0,,,False,,True,not_requested,,False,,,,False,0,250,,False,,ohenzo-collection,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,contain,,,,,,,,,,,,,,,,,,,,,,PUNKVault-NFTX,opensea.io/PUNKVault-NFTX,0x269616d549d7e8eaa82dfb17028d0b212d11232a,[],ohEnzo Collection,[],,,,,,,,,,
https://lh3.googleusercontent.com/d_5XRkzTGFFGlaVMYQaBDK-VsBd6wZxe873vNc2LZzp9CSbl7YGu44Yq1uksyRpTM88h0rWy7gfaPEvBaGVK4QpmeO89Y1IvZ_9Jkg=s2500,2021-07-14T16:59:21.418704,False,"A cartoon character with a real soul appeared in various scenes. A total of 20,000.",0,500,https://discord.gg/QZEtNnNUMY,https://memecalf20000.com/,False,https://lh3.googleusercontent.com/DQ9hcRUYv8DcCjd2LIhUadZDcLdbvrC4RkJMBSCAo74oYZUpHJjjuJGJ7BS7nknKJLcU2RygaQ8vAh75SDChmYNyhzphzo_JF9O69A=s300,False,not_requested,https://lh3.googleusercontent.com/wy-ma-JiX7xsqrLTiqRuOFafdoVQhyMCkH5xj16VAdY2NLIyltyWS4Is78F1La8Yje_bDK8wcEnywDas4v5TsQ7QdV-JOOl0enjJG2g=s120,False,https://lh3.googleusercontent.com/DQ9hcRUYv8DcCjd2LIhUadZDcLdbvrC4RkJMBSCAo74oYZUpHJjjuJGJ7BS7nknKJLcU2RygaQ8vAh75SDChmYNyhzphzo_JF9O69A=s300,,,False,0,250,0x888888abaa966aae61afdc2cd351d6eaa1611f57,False,,memecalfnft,https://t.me/memecalf,memecalf_org,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.6140000000000017,50.0,1194.0,1194.0,333.0,0.07228000000000004,0.0,0.0,0.0,contain,,,,,,,,,,,,,,,,,,,,,,PUNKVault-NFTX,opensea.io/PUNKVault-NFTX,0x269616d549d7e8eaa82dfb17028d0b212d11232a,"[{'address': '0x15f5ee2362f686617ee97c166f8e1b681dda7e8c', 'asset_contract_type': 'non-fungible', 'created_date': '2021-07-14T16:59:20.822878', 'name': 'MemeCalf-NFT', 'nft_version': '3.0', 'opensea_version': None, 'owner': 56505654, 'schema_name': 'ERC721', 'symbol': 'MemeCalf', 'total_supply': '20000', 'description': 'A cartoon character with a real soul appeared in various scenes. A total of 20,000.', 'external_link': 'https://memecalf20000.com/', 'image_url': 'https://lh3.googleusercontent.com/wy-ma-JiX7xsqrLTiqRuOFafdoVQhyMCkH5xj16VAdY2NLIyltyWS4Is78F1La8Yje_bDK8wcEnywDas4v5TsQ7QdV-JOOl0enjJG2g=s120', 'default_to_fiat': False, 'dev_buyer_fee_basis_points': 0, 'dev_seller_fee_basis_points': 500, 'only_proxied_transfers': False, 'opensea_buyer_fee_basis_points': 0, 'opensea_seller_fee_basis_points': 250, 'buyer_fee_basis_points': 0, 'seller_fee_basis_points': 750, 'payout_address': '0x888888abaa966aae61afdc2cd351d6eaa1611f57'}]",MemeCalfNFT,,,,,,,,,,,
